City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Jakarta,scattered clouds,94.49600000000005,100.25600000000003,92.89400000000008,99.08600000000007,1008,44,2.06,2024-10-17 13:40:50,2024-10-17 05:30:19,2024-10-17 17:45:16
